"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-23","2010-09-29",1181,"TRES DE FEBRERO Nº 4","Buenos Aires","Protocolo 21","2010","","TRACTOR C/CABINA DORMITORIO","092","MERCEDES BENZ","918","ATEGO 1725","1","Privado","Jurídica","PABLO PODESTA","BUENOS AIRES","No aplica","2011","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-20","2009-04-28",1204,"MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5)","Buenos Aires","Nacional","2009","","FURGON VID C/ASIENTO","37","RENAULT","UM","KANGOO CONFORT 1.6 CD AA DA SVT 1PL","1","Privado","Física","LOS POLVORINES","BUENOS AIRES","No identificado","1957","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-07","2007-05-31",1210,"ESTEBAN ECHEVERRIA Nº 3","Buenos Aires","Nacional","2007","","FAMILIAR","37","RENAULT","TF","KANGOO EXP GRAND CONFORT 1.9","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","No identificado","1946","España",100,"06","ESP"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-05","2000-07-07",1221,"PILAR Nº 2","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","MANZANARES","BUENOS AIRES","Femenino","1991","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-23","1999-02-12",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","1999","","OTROS","08","CHEVROLET","60","GRAND BLAZER DLX T DIESEL","1","Privado","Física","LOMA HERMOSA","BUENOS AIRES","Masculino","1981","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-14","2007-02-19",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","SAN FRANCISCO SOLANO","BUENOS AIRES","Femenino","1978","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-02","1970-03-03",1230,"ESCOBAR Nº 2","Buenos Aires","Nacional","","","AUTOMOVIL","01","CHEVROLET","07","11569","1","Privado","Física","ESCOBAR","BUENOS AIRES","No identificado","1948","No identificado",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-16","2000-06-02",1238,"TIGRE Nº 4","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","80","CORSA GL 1.6 MPFI 5P (AA+DP)","1","Privado","Física","LOS T.DEL TALAR","BUENOS AIRES","Masculino","1983","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-19","1998-06-18",1237,"LOMAS DE ZAMORA Nº 7","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","51","CORSA GL 1.6 MPFI 4 PTAS.","1","Privado","Física","BANFIELD","BUENOS AIRES","Femenino","1940","Uruguay",100,"06","URY"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-27","2008-06-26",1232,"HURLINGHAM Nº 2 (EX. MORON Nº 10)","Buenos Aires","Nacional","2008","","FOURGON COURT TYPE 600","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","VILLA TESEI","BUENOS AIRES","Masculino","1974","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-14","1981-06-12",1247,"GENERAL RODRIGUEZ Nº 2","Buenos Aires","Importado","1981","","SIN ESPECIFICACION","","GOYENECHE Y CABRIO","","TANQUE TERMICO","1","Privado","Jurídica","GRAL RODRIGUEZ-BS.AS.","BUENOS AIRES","No aplica","1979","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-14","1980-11-05",1247,"GENERAL RODRIGUEZ Nº 2","Buenos Aires","Importado","1980","","SIN ESPECIFICACION","","ASTIVIA","","C.A.2","1","Privado","Jurídica","GRAL.RODRIGUEZ-BS.AS.","BUENOS AIRES","No aplica","1979","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-13","1994-05-30",1262,"PERGAMINO Nº 3","Buenos Aires","Nacional","1994","","CHASIS C/CABINA P/CA","29","MERCEDES BENZ","50","L 1215/42","1","Privado","Jurídica","PERGAMINO","BUENOS AIRES","No aplica","1998","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-09","1997-05-16",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","1997","","BERLINA 3 PTAS","37","RENAULT","BT","CLIO RN 3PTAS PACK","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","No identificado","1973","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-15","2001-02-22",1272,"LA PLATA Nº 14","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS WIND 1.6 MPFI","1","Privado","Física","LA PLATA","BUENOS AIRES","Femenino","1958","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-05","1997-04-25",1275,"ENSENADA","Buenos Aires","Nacional","1997","","FURGON TERMICO","29","MERCEDES BENZ","94","SPRINTER 310D/C3550","1","Privado","Física","EL DIQUE-ENSENADA","BUENOS AIRES","No identificado","1959","No identificado",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-13","1973-12-03",2004,"CAPITAL FEDERAL Nº 004","Ciudad Autónoma de Bs.As.","Nacional","","","MICROOMNIBUS","29","MERCEDES BENZ","19","L0 1114/48","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2007","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-01","1992-06-01",2030,"CAPITAL FEDERAL Nº 030","Ciudad Autónoma de Bs.As.","Protocolo 21","1992","","CAMIONETA","","CHEVROLET","","LUMINA APV CL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1964","No identificado",50,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-07","2009-10-07",2029,"CAPITAL FEDERAL Nº 029","Ciudad Autónoma de Bs.As.","Nacional","2009","","OMNIBUS","78","MATERFER","01","BU 11 15 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1965","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-08","2006-08-04",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2006","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1965","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-01","1997-12-05",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","1997","","UNIDAD TRACTORA","51","SCANIA","30","P93 H 4X2 38 DSC 250","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2001","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-08","2006-03-29",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2006","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1965","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-19","2007-07-10",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-08","2006-08-22",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Importado","2006","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1965","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-16","2007-10-08",2042,"CAPITAL FEDERAL Nº 042","Ciudad Autónoma de Bs.As.","Nacional","2007","","CAMION COMPACTADOR","67","IVECO","33","170E22RSU","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1975","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-26","1976-09-13",2060,"CAPITAL FEDERAL Nº 060","Ciudad Autónoma de Bs.As.","Nacional","1976","","CONVERTIBLE","07","CITROEN","08","AZAM M28 SPORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1952","No identificado",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-14","2004-11-15",2065,"CAPITAL FEDERAL Nº 065","Ciudad Autónoma de Bs.As.","Nacional","2004","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1900","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-14","2009-06-04",2079,"CAPITAL FEDERAL Nº 079","Ciudad Autónoma de Bs.As.","Nacional","2009","","PICK UP CON CAJA MUD","29","MERCEDES BENZ","BH","SPRINTER 413 CDI/CH 4025","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2011","No aplica",100,"02",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-19","2006-08-16",2101,"CAPITAL FEDERAL Nº 101","Ciudad Autónoma de Bs.As.","Importado","2006","","RURAL 5 PUERTAS","136","VOLKSWAGEN","043","PASSAT 2.0 TDI","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1968","Chile",100,"02","CHL"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-14","1984-07-06",4002,"ARROYITO","Córdoba","Nacional","1984","","SEMIACOPLADO","01","PRATI-FRUEHAUF","11","PB F2 HD 12.80 M","1","Privado","Física","TRANSITO-DPTO.SAN JUSTO","CORDOBA","Masculino","1971","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-26","1970-12-22",4056,"CORDOBA Nº 15","Córdoba","Nacional","1970","","AUTOMOVIL","37","RENAULT","03","RENAULT 4 S","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1987","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-27","2006-08-11",4062,"CORDOBA Nº 19","Córdoba","Nacional","2006","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","CORDOBA","CORDOBA","No identificado","1965","Argentina",50,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-22","1996-01-16",4064,"JESUS MARIA Nº 2","Córdoba","Nacional","1996","","FAMILIAR 5 PUERTAS","17","FIAT","94","DUNA WE 1.7","1","Privado","Física","COLONIA CAROYA-COLON","CORDOBA","No identificado","1941","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-12","1993-02-02",8002,"COLON","Entre Ríos","Nacional","1993","","BERLINA 5 PTAS.","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","VILLA ELISA","ENTRE RIOS","Masculino","1981","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-27","2001-03-27",13022,"GENERAL SAN MARTIN Nº 3","Mendoza","Nacional","2001","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y D/P","1","Privado","Física","MEDRANO","MENDOZA","Masculino","1954","Bolivia",100,"50","BOL"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-12","1970-11-30",13032,"MAIPU Nº 2","Mendoza","Importado","","","TRANSP.DE CARGA","","AUTOCAR","","DC10364SOH","1","Privado","Jurídica","LUZURIAGA-MAIPU","MENDOZA","No aplica","2004","No aplica",100,"50",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-13","1996-04-22",21035,"SANTA FE Nº 3","Santa Fe","Importado","1996","","BERLINA 5 PTAS","073","RENAULT","77A","RENAULT 19 RN INYEC(BIC)","1","Privado","Física","SANTA FE","SANTA FE","Femenino","1978","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-28","2000-09-08",21036,"VILLA CAÑAS","Santa Fe","Nacional","2000","","BERLINA 5 PUERTAS","37","RENAULT","99","CLIO RL DIESEL 5 PTAS DA.","1","Privado","Física","SANTA ISABEL","SANTA FE","Femenino","1970","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-16","1997-03-18",21038,"ARROYO SECO Nº 1","Santa Fe","Nacional","1997","","BERLINA 5 PTAS.","37","RENAULT","00","CLIO RT 5PTAS.AA.DA.","1","Privado","Física","ALVEAR","SANTA FE","Femenino","1978","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-15","1992-10-15",21042,"ROSARIO Nº 07","Santa Fe","Nacional","1992","","CHASIS C/CABC/FURG.T","37","RENAULT","68","RENAULT TRAFIC RODEO","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1976","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-01","1997-10-08",21050,"ROSARIO Nº 12","Santa Fe","Nacional","1997","","BERLINA 5 PUERTAS","37","RENAULT","CD","CLIO RL DIESEL 5 PTAS DA","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1993","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-16","2007-10-26",21059,"ROSARIO Nº 16","Santa Fe","Nacional","2007","","SEMIRREMOLQUE BARAND","03","MONTENEGRO","53","SBVE","1","Privado","Jurídica","ROSARIO","SANTA FE","No aplica","2006","No aplica",100,"82",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-23","1971-01-15",21069,"RAFAELA Nº 2 (EX 5)","Santa Fe","Nacional","1971","","AUTOMOVIL","99","CITROEN","","AMI-8 BREAK","1","Privado","Física","RAFAELA","SANTA FE","No identificado","1977","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-09","1997-03-04",16002,"CHOELE CHOEL","Río Negro","Nacional","1997","","MICROOMNIBUS","29","MERCEDES BENZ","49","BMO390 VERS.1320 /1997","2","Público","Física","CORONEL BELISLE-AVELLANEDA","RIO NEGRO","No identificado","1960","No identificado",100,"62",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-01","1994-04-18",24005,"RIO GRANDE Nº 3","Tierra del Fuego","Importado","1993","","SEDAN","","LADA","","LAIKA 21053","1","Privado","Física","RIO GRANDE","T.DEL FUEGO","No identificado","1984","No identificado",100,"94",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-13","2012-05-03",1043,"LA PLATA Nº 01","Buenos Aires","Nacional","2012","","COMPACT. DE RESIDUOS","67","IVECO","20","170E22","0","Oficial","Jurídica","LA PLATA","BUENOS AIRES","No aplica","1982","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-14","2002-10-25",2065,"CAPITAL FEDERAL Nº 065","Ciudad Autónoma de Bs.As.","Nacional","2002","","FOOURGON COURT TYPE","34","PEUGEOT","07","PARFUD6PL","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1900","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-24","2005-03-14",10005,"LIB. GRAL. SAN MARTIN","Jujuy","Nacional","2005","","SEMI-ACOPLADO","92","PINCEN","25","SCS 15,4 3E","1","Privado","Jurídica","LDOR.GRAL.SAN MARTIN-LEDESMA-JUJUY","JUJUY","No aplica","2001","No aplica",100,"38",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-01","1997-09-10",1001,"ADROGUE Nº 1","Buenos Aires","Importado","1997","05","SEDAN 5 PTAS","047","FORD","002","MONDEO GHIA 16 V","1","Privado","Física","SAN JOSE","BUENOS AIRES","Femenino","1972","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-16","2012-02-14",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2012","17","SEDAN 5 PTAS","17","FIAT","AT","PALIO FIRE 5P 1.4 8V BE","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1998","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-16","2012-12-21",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","","22","FURGONVIDRIC/ASI","37","RENAULT","UT","KANGOO GRAND CONFORT 1.5 DCI 2P","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Femenino","1974","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-16","1998-05-04",1002,"AMERICA","Buenos Aires","Nacional","1998","12","SEDAN 4 PTAS","53","VOLKSWAGEN","15","POLO CLASSIC SD","1","Privado","Física","AMERICA","BUENOS AIRES","Masculino","1979","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-27","2005-10-14",1002,"AMERICA","Buenos Aires","Protocolo 21","2005","11","PICK UP","024","CHEVROLET","323","S10 2.8 T.I.(CABINA DOBLE)","1","Privado","Física","AMERICA","BUENOS AIRES","Masculino","1990","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-28","2005-02-16",1002,"AMERICA","Buenos Aires","Protocolo 21","2005","05","SEDAN 5 PTAS","136","VOLKSWAGEN","283","GOL 1.9 SD","1","Privado","Física","GONZALEZ MORENO","BUENOS AIRES","Masculino","1955","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-01","2015-07-02",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2015","05","SEDAN 5 PUERTAS","130","TOYOTA","858","ETIOS XLS 1.5 M/T","1","Privado","Física","SARANDI","BUENOS AIRES","Masculino","1991","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-28","2009-10-05",1003,"ARRECIFES","Buenos Aires","Nacional","2009","17","SEDAN 5 PTAS","07","CITROEN","64","C4 5P 2.0i 16V SX","1","Privado","Física","ARRECIFES","BUENOS AIRES","No identificado","1944","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-12","1999-12-07",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","1999","17","SEDAN 5 PUERTAS","19","FORD","JE","ESCORT CLX 1.8 5P N","1","Privado","Física","SARANDI","BUENOS AIRES","Masculino","1996","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-14","2008-01-30",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","044","FIAT","592","UNO FIRE 1242 MPI 8V","1","Privado","Física","WILDE","BUENOS AIRES","Masculino","1951","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-03-07","2017-09-28",1003,"ARRECIFES","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","112","RENAULT","A31","DUSTER OROCH DYNAMIQUE 1.6","1","Privado","Jurídica","ARRECIFES","BUENOS AIRES","No aplica","1998","No aplica",100,"06",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-03-02","2014-12-12",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2014","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","495","GOL TREND 1.6 GP","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Femenino","1972","Argentina",100,"06","ARG"
