"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-20","1977-04-13",21037,"SAN GENARO","Santa Fe","Nacional","1960","","SIN ESPECIFICACION","99","BEDFORD","99","1960","1","Privado","Física","TOTORAS (SF)","SANTA FE","No identificado","1961","No identificado",100,"82",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-13","2009-06-10",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","FUNES","SANTA FE","Masculino","1979","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-13","2008-08-28",1003,"ARRECIFES","Buenos Aires","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","ARRECIFES","BUENOS AIRES","No identificado","1993","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-04","2006-10-30",1044,"LA PLATA Nº 02","Buenos Aires","Nacional","2006","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","ABASTO","BUENOS AIRES","No identificado","1984","No identificado",100,"06",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-19","1999-07-27",1045,"LA PLATA Nº 03","Buenos Aires","Importado","1999","","FURGON VIDRIADO","044","FIAT","134","DUCATO 2.8D PM15","1","Privado","Física","ENSENADA","BUENOS AIRES","Femenino","1972","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-04","1998-10-21",1049,"LAS FLORES","Buenos Aires","Importado","1998","","FURGON VID. C/ AS.","104","PEUGEOT","302","PARTNER","1","Privado","Física","LAS FLORES","BUENOS AIRES","Masculino","1955","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-04","2005-07-05",1067,"NUEVE DE JULIO Nº 1","Buenos Aires","Nacional","2005","","FURGON VIDRIADO CON","07","CITRO+N","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","9 DE JULIO","BUENOS AIRES","No identificado","1988","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-19","1992-01-28",1076,"PUNTA ALTA N° 1","Buenos Aires","Protocolo 21","1991","","AUTOMOVIL 4 PTAS.","","TOYOTA","","COROLLA LIFT BACK AE92L-ALMNU","1","Privado","Física","PUNTA ALTA","BUENOS AIRES","No identificado","1974","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-04","2002-12-12",1083,"SALTO","Buenos Aires","Nacional","2002","","FURGON 600","34","PEUGEOT","CA","PAR FU D DA PLC 600","1","Privado","Jurídica","SALTO","BUENOS AIRES","No aplica","1999","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-07","2007-07-23",1112,"NAVARRO","Buenos Aires","Protocolo 21","2007","","PICK UP CABINA DOBLE","024","CHEVROLET","416","S10 2.8TDI DLX 4X4 ELECTRONIC CD","1","Privado","Física","NAVARRO","BUENOS AIRES","No identificado","1973","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-17","2000-07-28",1115,"MORON Nº 01","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","77","CORSA 3 DOOR WIND 1.6 MPFI","1","Privado","Física","MORÓN","BUENOS AIRES","No identificado","1994","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-10","2005-01-19",1117,"TRES DE FEBRERO Nº 2","Buenos Aires","Nacional","2005","","FURGON VIDRIADO C/AS","37","RENAULT","KB","KANGOO RN EXP.DIE DA AA 2PL","1","Privado","Física","V.BOSCH","BUENOS AIRES","No identificado","1947","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-11","2007-01-03",1123,"SAN MARTIN Nº 3","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","1","Privado","Física","J.L.SUAREZ","BUENOS AIRES","Femenino","1982","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-07","1998-05-15",1158,"TRES DE FEBRERO Nº 3","Buenos Aires","Nacional","1998","","MICROOMNIBUS","29","MERCEDES BENZ","99","BM0390 VERSION 1621","2","Público","Física","SAENZ PEÑA","BUENOS AIRES","Masculino","1951","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-10","1991-01-09",1167,"LOMAS DE ZAMORA Nº 5","Buenos Aires","Nacional","1991","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","TURDERA","BUENOS AIRES","Masculino","1937","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-20","2006-05-26",1171,"ESCOBAR Nº 1","Buenos Aires","Nacional","2006","","MICROOMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","2","Público","Jurídica","B. DE ESCOBAR","BUENOS AIRES","No aplica","1965","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-10","1980-12-03",1189,"FLORENCIO VARELA Nº 2","Buenos Aires","Nacional","1980","","RURAL 4 PTAS","37","RENAULT","08","12 BREAK","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1956","Uruguay",100,"06","URY"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-28","2001-12-04",1192,"MORON Nº 07","Buenos Aires","Nacional","2001","","FURGON 3000","29","MERCEDES BENZ","AB","SPRINTER 312D/3000","1","Privado","Física","MORON","BUENOS AIRES","Masculino","1971","Bolivia",100,"06","BOL"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-13","2000-03-10",1201,"MAR DEL PLATA Nº 08","Buenos Aires","Nacional","2000","","furgon vid.c/asiento","34","PEUGEOT","AC","PARTNER D PL","1","Privado","Física","MAR DEL PLATA","BUENOS AIRES","Masculino","1982","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-21","2005-10-05",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","2005","","FURGON VIDRIADO C/AS","37","RENAULT","KB","KANGOO RN EXP.DIE DA AA 2PL","1","Privado","Física","BURZACO","BUENOS AIRES","Masculino","1962","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-06","2004-10-05",1240,"JOSE C. PAZ Nº 1","Buenos Aires","Nacional","2004","","BERLINA 4 PTAS","37","RENAULT","MX","MEGANE RL TRI GNC AA","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","Femenino","1985","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-20","2008-08-20",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","2008","","FURGON VIDRIADO C/ASIENTOS","37","RENAULT","UP","KANGOO CONFORT 1.5 DCICD DA SVT 1P","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1954","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-13","2008-04-25",1248,"SAN ISIDRO Nº 09","Buenos Aires","Nacional","2008","","RURAL 5 PTAS","53","VOLKSWAGEN","LU","SURAN SDI     80E","1","Privado","Física","VILLA ADELINA-SAN ISIDRO","BUENOS AIRES","Masculino","1963","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-06","2000-08-04",1259,"SAN MARTIN Nº 8","Buenos Aires","Nacional","2000","","BERLINA 4 PTAS","37","RENAULT","EY","MEGANE RXE TD TRI S/TC F2","1","Privado","Física","BILLINGHURST","BUENOS AIRES","Masculino","1958","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-10","1994-06-07",1261,"MARCOS PAZ","Buenos Aires","Nacional","1994","","BERLINA 4 PTAS","37","RENAULT","79","R21 TXI 1994","1","Privado","Física","MARCOS PAZ","BUENOS AIRES","No identificado","1961","No identificado",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-05","1993-03-25",1281,"BERISSO Nº 2","Buenos Aires","Nacional","1993","","BREAK 4 PUERTAS","37","RENAULT","83","RENAULT 18 TX BREAK","1","Privado","Física","BERISSO","BUENOS AIRES","Masculino","1980","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-14","2007-05-21",1293,"PILAR Nº 4","Buenos Aires","Nacional","2007","","FURGON VIDR.C/ASIENT","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","DEL VISO","BUENOS AIRES","Masculino","1972","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-18","1999-11-22",2016,"CAPITAL FEDERAL Nº 016","Ciudad Autónoma de Bs.As.","Nacional","1999","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 LTS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1951","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-05","2009-01-06",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2009","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1954","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-06","2009-01-05",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2009","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1954","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-06","2009-01-06",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2009","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1954","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-14","2009-10-09",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Nacional","2009","","FURGON VID. C/ ASIENTOS","29","MERCEDES BENZ","AT","SPRINTER 313 CDI/F 3000","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2018","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-26","2001-08-07",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Importado","2001","","TRANSPORTE ESCOLAR","104","PEUGEOT","133","BOXER 350 MH","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1963","No identificado",50,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-07","2007-02-07",2038,"CAPITAL FEDERAL Nº 038","Ciudad Autónoma de Bs.As.","Nacional","2007","","MICROOMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-07","2006-04-07",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2006","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-07","2006-02-28",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2006","","MICROOMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-10","2007-06-01",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-17","2000-02-17",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Nacional","2000","","BERLINA 5 PUERTAS","37","RENAULT","EZ","MEGANE RXE BIC ABS F2","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1982","Paraguay",100,"02","PRY"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-26","2007-01-15",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-17","2008-02-15",2042,"CAPITAL FEDERAL Nº 042","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","MICROOMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1974","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-12","1983-10-26",2051,"CAPITAL FEDERAL Nº 051","Ciudad Autónoma de Bs.As.","Nacional","1983","","RURAL FAMILIAR","34","PEUGEOT","07","504 F GR","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1944","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-19","2003-02-13",2052,"CAPITAL FEDERAL Nº 052","Ciudad Autónoma de Bs.As.","Importado","1998","","ACOPLADO CARRETON","C64","AG SYSTEMS INC","001","AG 212","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1995","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-18","1976-11-10",2057,"CAPITAL FEDERAL Nº 057","Ciudad Autónoma de Bs.As.","Nacional","2000","","ACOPLADO TANQUE","99","INDECAR","99","1976","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1995","No aplica",100,"02",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-17","1999-09-15",2066,"CAPITAL FEDERAL Nº 066","Ciudad Autónoma de Bs.As.","Nacional","1999","","FURGON VIDR.C/ASIENT","37","RENAULT","EM","KANGOO RL EXPRESS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1969","Argentina",50,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-13","2007-08-15",2080,"CAPITAL FEDERAL Nº 080","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","MICROOMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-19","2008-09-29",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Importado","2008","","COCHE FUNEBRE","092","MERCEDES BENZ","028","C 200 KOMPRESSOR AVANTGARDE","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","2006","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-19","1988-08-10",4008,"CORDOBA Nº 04","Córdoba","Nacional","1988","","BERLINA 5 PUERTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1963","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-18","1972-06-27",4079,"JESUS MARIA Nº 3","Córdoba","Nacional","1954","","TRANSPORTE DE CARGA","36","RASTROJERO DIESEL","04","1954","1","Privado","Física","COLONIA CAROYA-COLON","CORDOBA","Masculino","1949","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-26","1992-06-17",4083,"BELL VILLE Nº 2","Córdoba","Nacional","1992","","BREAK 4 PTAS","37","RENAULT","79","R18 TX BREAK","1","Privado","Física","BELL VILLE","CORDOBA","Masculino","1946","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-26","1985-08-21",6007,"RESISTENCIA Nº 1","Chaco","Nacional","1985","","BERLINA 5 PTAS","37","RENAULT","19","11 TL","1","Privado","Física","FONTANA","CHACO","Masculino","1985","Argentina",100,"22","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-05","2016-04-07",1010,"BALCARCE","Buenos Aires","Nacional","2016","20","PICK-UP","53","VOLKSWAGEN","WH","AMAROK 2.0L TDI 140 CV 4X2 348","1","Privado","Física","SAN AGUSTIN","BUENOS AIRES","Masculino","1939","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-07","2015-11-13",8006,"DIAMANTE","Entre Ríos","Nacional","2015","17","SEDAN 5 PUERTAS","37","RENAULT","2C","CLIO MIO 5P DYNAMIQUE SAT","1","Privado","Física","COLONIA ENSAYO","ENTRE RIOS","Femenino","1995","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/EXPORT. DEFINITIVA","2018-12-10","1974-07-11",8006,"DIAMANTE","Entre Ríos","Nacional","1974","11","SEDAN 2 PTAS","17","FIAT","01","600 R","1","Privado","Física","DIAMANTE","ENTRE RIOS","Masculino","1953","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-13","2008-12-02",8006,"DIAMANTE","Entre Ríos","Protocolo 21","2008","02","SEDAN 4 PUERTAS","112","RENAULT","652","LOGAN 1.6 8V BASE","1","Privado","Física","LIB.SAN MARTIN","ENTRE RIOS","Masculino","1968","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-03","2005-08-31",8019,"GUALEGUAYCHU Nº 2","Entre Ríos","Importado","2005","27","SEMIRREMOLQUE","154","HERMANN","AF6","S.BV.3E.67","1","Privado","Jurídica","GUALEGUAYCHU","ENTRE RIOS","No aplica","2000","No aplica",100,"30",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-03","2005-08-31",8019,"GUALEGUAYCHU Nº 2","Entre Ríos","Protocolo 21","2005","28","TRACTOR DE CARRETERA","136","VOLKSWAGEN","339","18310","1","Privado","Jurídica","GUALEGUAYCHU","ENTRE RIOS","No aplica","2000","No aplica",100,"30",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-07","2008-05-30",8008,"GUALEGUAYCHU Nº 1","Entre Ríos","Protocolo 21","2008","02","SEDAN 4 PTAS","047","FORD","764","FIESTA MAX 1.6L AMBIENTE MP3","1","Privado","Física","URDINARRAIN","ENTRE RIOS","Masculino","1993","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-13","1996-07-02",8008,"GUALEGUAYCHU Nº 1","Entre Ríos","Nacional","1996","24","TRANSP. DE PASAJEROS","29","MERCEDES BENZ","57","BM0664 VERSION 400","1","Privado","Jurídica","GUALEGUAYCHU","ENTRE RIOS","No aplica","1999","No aplica",100,"30",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-13","1994-11-21",8008,"GUALEGUAYCHU Nº 1","Entre Ríos","Importado","1994","","OMNIBUS","","MERCEDES BENZ","","O-371 RSD","2","Público","Jurídica","GUALEGUAYCHÚ","ENTRE RIOS","No aplica","1985","No aplica",100,"30",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-14","2013-03-12",8008,"GUALEGUAYCHU Nº 1","Entre Ríos","Protocolo 21","2013","04","RURAL 5 PTAS","027","CITROEN","270","C3 AIRCROSS 1.6I 16V SX PACK HIG","1","Privado","Física","GUALEGUAYCHU","ENTRE RIOS","Femenino","1957","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-03","2011-07-19",8009,"LA PAZ","Entre Ríos","Protocolo 21","2011","82","PICK-UP CABINA DOBLE","044","FIAT","714","STRADA ADVENTURE 1.6","1","Privado","Física","LA PAZ","ENTRE RIOS","Masculino","1994","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-27","2015-09-28",8009,"LA PAZ","Entre Ríos","Importado","2015","02","SEDAN 4 PUERTAS","024","CHEVROLET","571","SONIC 1.6 LT M/T","1","Privado","Física","SANTA ELENA","ENTRE RIOS","Masculino","1972","Argentina",50,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-12-27","2008-03-10",8009,"LA PAZ","Entre Ríos","Protocolo 21","2008","05","SEDAN 5 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","BOVRIL","ENTRE RIOS","Femenino","2000","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-12-27","2010-12-17",8009,"LA PAZ","Entre Ríos","Nacional","2010","17","SEDAN 5 PTAS","07","CITROEN","71","C4 5P 1.6I 16V  X","1","Privado","Física","LA PAZ","ENTRE RIOS","Masculino","1954","Argentina",100,"30","ARG"
