"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-14","2006-10-04",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2006","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-27","2007-04-23",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1976","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-14","2010-07-06",2045,"CAPITAL FEDERAL Nº 045","Ciudad Autónoma de Bs.As.","Nacional","2010","","SEM 2 EJES","FM","FXV","04","BATEA 305 B","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1968","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-07","1998-02-06",2086,"CAPITAL FEDERAL Nº 086","Ciudad Autónoma de Bs.As.","Nacional","1998","","MICROOMNIBUS","29","MERCEDES BENZ","49","BMO390 VERSION 1320","2","Público","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1976","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-02-05","1994-06-24",2095,"CAPITAL FEDERAL Nº 095","Ciudad Autónoma de Bs.As.","Nacional","1994","","BERLINA 5 PTAS","37","RENAULT","90","RENAULT 19 RN BIC.","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1964","No identificado",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-08","1987-05-29",3006,"CATAMARCA Nº 3","Catamarca","Nacional","1987","","COUPE 2 PUERTAS","37","RENAULT","44","FUEGO GTX","1","Privado","Física","SAN FERNANDO DEL VALLE DE CATAMARCA","CATAMARCA","No identificado","1974","Argentina",100,"10","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-13","1994-01-06",4003,"BELL VILLE Nº 1","Córdoba","Importado","1993","","OMNIBUS","C10","MARCOPOLO","001","SENIOR","1","Privado","Jurídica","BELL VILLE","CORDOBA","No aplica","1908","No aplica",100,"14",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-02-28","2004-01-29",4036,"LAS VARILLAS","Córdoba","Nacional","2003","","BERLINA 4 PTAS","37","RENAULT","LR","MEGANE TRIC SPORTWAY","1","Privado","Física","EL ARAÑADO","CORDOBA","Masculino","1956","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-25","1988-06-07",4063,"CORDOBA Nº 20","Córdoba","Nacional","1988","","COUPE 2 PUERTAS","37","RENAULT","44","FUEGO GTX","1","Privado","Física","CAP","CORDOBA","No identificado","1974","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-04","1994-05-16",4067,"ALTA GRACIA Nº 2","Córdoba","Nacional","1994","","BERLINA 5 PTAS.","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","ALTA GRACIA","CORDOBA","Femenino","1975","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-02-27","1998-10-21",4069,"RIO CEBALLOS","Córdoba","Nacional","1998","","S.WAGON","08","CHEVROLET","65","CORSA WAGON GL 1.7 DIESEL","1","Privado","Física","UNQUILLO","CORDOBA","Femenino","1984","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-04","2001-05-30",7001,"COMODORO RIVADAVIA Nº 1","Chubut","Nacional","2001","","RURAL 3 PTAS","34","PEUGEOT","05","PARPANDAA","1","Privado","Física","COMODORO RIVADAVIA","CHUBUT","Masculino","1949","Argentina",100,"26","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-02-14","2007-10-11",7013,"TRELEW Nº 3","Chubut","Nacional","2007","","FURGON VIDRIADO","37","RENAULT","TE","KANGOO EXP CONFORT 1.9AA","1","Privado","Física","TRELEW","CHUBUT","Femenino","1974","Argentina",100,"26","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-22","2000-04-11",8004,"CONCORDIA Nº 1","Entre Ríos","Nacional","2000","","UNIDAD TRACTORA","51","SCANIA","83","P 94 GA 4X2 NZ 260","1","Privado","Física","LOS CHARRUAS","ENTRE RIOS","Masculino","1963","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-02-20","1999-06-18",8022,"CONCEPCION DEL URUGUAY Nº 2","Entre Ríos","Protocolo 21","1999","","TRACTOR","092","MERCEDES BENZ","172","L1938","1","Privado","Física","C DEL URUGUAY","ENTRE RIOS","Masculino","1971","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-13","1999-08-30",8028,"CONCEPCION DEL URUGUAY Nº 3","Entre Ríos","Nacional","1999","","CAMION TRACTOR","67","IVECO","07","450E41T","1","Privado","Física","CASEROS","ENTRE RIOS","Masculino","1959","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-11","1989-05-30",8030,"COLON Nº 2","Entre Ríos","Nacional","1989","","AMBULANCIA","19","FORD","11","F-100","1","Privado","Física","VILLA ELISA","ENTRE RIOS","Masculino","1979","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-21","1969-11-13",13011,"MENDOZA Nº 05","Mendoza","Nacional","","","COUPE 2 PTAS.","","FIAT","","1500 COUPE","1","Privado","Física","GODOY CRUZ","MENDOZA","No identificado","1964","No identificado",100,"50",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-14","2000-11-28",13025,"RIVADAVIA","Mendoza","Nacional","2000","","FURGON 3000","29","MERCEDES BENZ","AB","SPRINTER 312D/F3000","1","Privado","Física","RIVADAVIA","MENDOZA","No identificado","1949","Argentina",100,"50","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-13","1971-03-31",13031,"MAIPU Nº 1- MENDOZA","Mendoza","Nacional","","","TRANSPORTE DE CARGA","","FORD","","1964","1","Privado","Física","GRAL. GUTIERREZ MAIPU","MENDOZA","No identificado","1986","Argentina",100,"50","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-26","1977-06-16",14012,"SAN VICENTE","Misiones","Nacional","1976","","TRANSPORTE DE CARGA","29","MERCEDES BENZ","19","LO 1114/48","1","Privado","Física","SAN VICENTE, GUARANI","MISIONES","No identificado","1961","No identificado",100,"54",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-21","2006-10-20",15002,"SAN MARTIN DE LOS ANDES","Neuquén","Importado","1980","","JEEP","","LAND ROVER","","SANTANA","1","Privado","Jurídica","SAN MARTIN DE LOS ANDES","NEUQUEN","No aplica","1980","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-26","1999-07-23",15002,"SAN MARTIN DE LOS ANDES","Neuquén","Nacional","1999","","RURAL 4 PTAS","19","FORD","JJ","ESCORT RURAL LX 1.8 N","1","Privado","Física","JUNÍN DE LOS ANDES","NEUQUEN","Femenino","1954","Argentina",100,"58","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-21","1991-08-22",15014,"VILLA LA ANGOSTURA","Neuquén","Importado","1991","","RURAL 5 PUERTAS 4X4","","FIAT","","DUNA SD WEEKEND","1","Privado","Física","VILLA LA ANGOSTURA-LOS LAGOS","NEUQUEN","No identificado","1965","Argentina",100,"58","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-26","1996-06-19",16014,"SAN CARLOS DE BARILOCHE Nº 3","Río Negro","Nacional","1996","","FAMILIAR 5 PUERTAS","17","FIAT","94","DUNA WE CS D","1","Privado","Física","SAN CARLOS DE BARILOCHE - RIO NEGRO","RIO NEGRO","Femenino","1968","Argentina",100,"62","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-08","1989-06-16",20002,"RIO GALLEGOS Nº 1","Santa Cruz","Nacional","1989","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","RIO GALLEGOS","SANTA CRUZ","No identificado","1961","Argentina",100,"78","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-01","2006-06-22",21019,"SAN JAVIER","Santa Fe","Nacional","2006","","REMOLQUE CARRETON","BB","MARCELINI","05","SRC8N","1","Privado","Jurídica","SAN JAVIER","SANTA FE","No aplica","2009","No aplica",100,"82",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-02-08","1999-10-08",21049,"ROSARIO Nº 11","Santa Fe","Nacional","1999","","BERLINA 3 PTAS","37","RENAULT","CA","CLIO RL 3PTAS","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1961","Argentina",100,"82","ARG"
