"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-10","1997-05-15",1011,"BARADERO","Buenos Aires","Nacional","1997","","BREAK 4 PUERTAS","37","RENAULT","AZ","21 RT BREAK M2200 ABS 5 A.","1","Privado","Física","BARADERO","BUENOS AIRES","Masculino","1955","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-26","1998-09-16",1023,"CORONEL VIDAL","Buenos Aires","Nacional","1998","","SEMIRREMOLQUE","CT","IDEROL","SR","SR-02E","1","Privado","Jurídica","MAR DEL PLATA","BUENOS AIRES","No aplica","1995","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-29","1990-02-15",1025,"CHASCOMUS","Buenos Aires","Nacional","1990","","RURAL 4 PUERTAS","37","RENAULT","61","RENAULT 18 GTS BREAK","1","Privado","Física","CHASCOMUS","BUENOS AIRES","Femenino","1983","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-04","2006-10-04",1055,"LUJAN Nº 1","Buenos Aires","Protocolo 21","2006","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","LUJAN","BUENOS AIRES","No aplica","1962","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-30","1978-12-12",1053,"LOMAS DE ZAMORA Nº 1","Buenos Aires","Nacional","","","COUPE 2 PUERTAS","19","FORD","21","TAUNUS VERSION GT","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","No identificado","1989","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-04","2008-02-13",1055,"LUJAN Nº 1","Buenos Aires","Protocolo 21","2008","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","LUJAN","BUENOS AIRES","No aplica","1962","No aplica",100,"06",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-07-11","2009-07-27",1063,"MIRAMAR","Buenos Aires","Protocolo 21","2009","","FURGONETA VIDRIADO C","044","FIAT","305","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","MAR DEL SUD PDO. GRAL. ALVARADO","BUENOS AIRES","No identificado","1971","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-05","2007-02-08",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2007","","MICRO OMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","2","Público","Jurídica","BERAZATEGUI","BUENOS AIRES","No aplica","1977","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-05","2006-09-28",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2006","","MICRO OMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","2","Público","Jurídica","BARAZATEGUI","BUENOS AIRES","No aplica","1977","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-05","2006-09-20",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2006","","MICRO OMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","2","Público","Jurídica","BERAZATEGUI","BUENOS AIRES","No aplica","2006","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-05","2007-01-15",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2007","","MICRO OMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315/52 CA","2","Público","Jurídica","BERAZATEGUI","BUENOS AIRES","No aplica","1977","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-05","2006-09-21",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2006","","MICRO OMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","2","Público","Jurídica","BERAZATEGUI","BUENOS AIRES","No aplica","1977","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-05","2006-05-31",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2006","","MICRO OMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","2","Público","Jurídica","BERAZATEGUI","BUENOS AIRES","No aplica","1977","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-05","2006-09-22",1104,"BERAZATEGUI Nº 1","Buenos Aires","Nacional","2006","","MICRO OMNIBUS","29","MERCEDES BENZ","CD","BMO 390 VERSION 1315L/52 CA","2","Público","Jurídica","BERAZATEGUI","BUENOS AIRES","No aplica","1977","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-30","1970-07-23",1132,"PINAMAR","Buenos Aires","Nacional","1970","","AUTOMOVIL","01","CHEVROLET","07","CHEVROLET 11569/244","1","Privado","Física","OSTENDE","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-22","1997-10-10",1134,"LANUS Nº 3","Buenos Aires","Nacional","1997","","SEDAN 5 PTAS","37","RENAULT","CD","CLIO RL DIESEL 5 PTAS. DA.","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Femenino","1967","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-30","1998-08-14",1141,"TIGRE Nº 2","Buenos Aires","Nacional","1998","","BERLINA  3 PTAS","37","RENAULT","BS","CLIO RN 3PTAS PACK AA.","1","Privado","Física","RICARDO GUTIERREZ","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-26","1987-05-14",1143,"BAHIA BLANCA Nº 4","Buenos Aires","Nacional","1987","","BERLINA 5 PUERTAS","73","RENAULT","22","RENAULT 11 TS","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-22","1999-05-31",1166,"MUNICIPIO URBANO DE LA COSTA","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","71","CORSA 4P GL SUPER 1.6L","1","Privado","Física","MAR DE AJO","BUENOS AIRES","Masculino","1954","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-15","2005-09-30",1167,"LOMAS DE ZAMORA Nº 5","Buenos Aires","Nacional","2005","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","BANFIELD","BUENOS AIRES","Masculino","1956","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-01","1998-12-23",1171,"ESCOBAR Nº 1","Buenos Aires","Importado","1998","","FURGON VIDRIADO C/AS","104","PEUGEOT","259","PARTNER","1","Privado","Física","ESCOBAR","BUENOS AIRES","Masculino","1977","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-18","1999-12-03",1175,"LANUS Nº 5","Buenos Aires","Importado","1999","","FURGON VIDRIADO","104","PEUGEOT","343","BOXER 350MH 2.5TD","1","Privado","Física","REMEDIOS DE ESCALADA","BUENOS AIRES","Masculino","1937","ARGENTINA",50,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-07-02","2009-05-08",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","LOMAS DEL MIRADOR","BUENOS AIRES","Femenino","1975","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-07-02","2000-07-26",1181,"TRES DE FEBRERO Nº 4","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","75","CORSA 4P GL SUPER 1.6L","1","Privado","Física","CIUDADELA","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-07-24","2011-01-28",1186,"MORENO Nº 2","Buenos Aires","Nacional","2011","","FURGON VIDRIADO C/ASIENTOS","34","PEUGEOT","KE","PARTNER CONFORT 1.4","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1975","ARGENTINA",50,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-25","1998-09-25",1186,"MORENO Nº 2","Buenos Aires","Nacional","1998","","BERLINA 4 PTAS","37","RENAULT","CM","MEGANE RXE TRIC 2.0","1","Privado","Física","MORENO","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-07-18","2012-08-24",1196,"LA PLATA Nº 08","Buenos Aires","Nacional","2012","","FURGON VID.C/ASIENTO","34","PEUGEOT","KE","PARTNER CONFORT 1.4","1","Privado","Física","L.OLMOS","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-07-18","2007-09-11",1220,"AVELLANEDA Nº 6","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","No identificado","1986","BOLIVIA",100,"06","BOL"
"AUTOMOTOR - BAJA P/EXPORT. DEFINITIVA","2019-07-02","1973-06-07",1230,"ESCOBAR Nº 2","Buenos Aires","Nacional","1951","","AUTOMOVIL","13","VOLKSWAGEN","04","1951","1","Privado","Física","BELÉN DE ESCOBAR","BUENOS AIRES","No identificado","1973","ARGENTINA",100,"06","ARG"
