"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-25","1997-08-01",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","1997","","BERLINA 5 PTAS","37","RENAULT","BC","CLIO RT 5 PTAS. AA. DA.","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Femenino","1972","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-05","1986-01-10",1239,"QUILMES Nº 8","Buenos Aires","Nacional","1986","","BERLINA 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","QUILMES OESTE","BUENOS AIRES","No identificado","1977","No identificado",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-11","2000-12-13",1258,"AVELLANEDA Nº 7","Buenos Aires","Nacional","2000","","FAMILIAR","37","RENAULT","00","KANGOO RL 1.0 AA ABCP","1","Privado","Física","V.DOMINICO","BUENOS AIRES","Femenino","1981","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-20","1999-07-13",1295,"EZEIZA Nº 2","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y","1","Privado","Física","U.FERROVIARIA / E.ECHEVERRIA","BUENOS AIRES","No identificado","1971","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-04","2006-03-02",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2006","","MICROOMNIBUS","080","AGRALE","040","MT 12.0 LOW ENTRY","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1965","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-12","2006-08-23",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2006","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1958","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-25","2007-04-09",2073,"CAPITAL FEDERAL Nº 073","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","PICK-UP CABINA DOBLE","093","MITSUBISHI","824","L200 OUTDOOR HPE","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1912","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-10","2005-04-06",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","2005","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-10","2003-10-24",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","","","FURGON","29","MERCEDES BENZ","AV","SPRINTER 313 CDI/F 3550","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1952","No aplica",100,"02",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-26","2009-10-22",2084,"CAPITAL FEDERAL Nº 084","Ciudad Autónoma de Bs.As.","Protocolo 21","2009","","FURGON VIDRIADO C/AS","044","FIAT","305","FIORINO FIRE 1242 MPI 8V","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1979","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-03","2007-05-17",2080,"CAPITAL FEDERAL Nº 080","Ciudad Autónoma de Bs.As.","Protocolo 21","2007","","MICROOMNIBUS","080","AGRALE","044","MT 12.0 LE","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1965","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-10","2005-05-13",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Protocolo 21","2005","","MINIBUS","063","IVECO","119","DAILY 35.10","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-10","2005-03-28",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","2005","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-12","2005-05-13",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Protocolo 21","2005","","MINIBUS","063","IVECO","119","DAILY 35.10","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-11","2001-06-20",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","20","","SIN ESPECIFICACION","29","MERCEDES BENZ","AC","SPRINTER 312D/F3550","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1952","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-12","2005-04-04",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","2005","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-12","2005-02-14",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","2005","","FURGON 600","34","PEUGEOT","DS","PARTNER FURGON 1.9 D PRESENCE","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-04","2005-04-04",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","2005","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-17","2000-10-23",4038,"CORDOBA Nº 07","Córdoba","Nacional","2000","","AMBULANCIA","29","MERCEDES BENZ","AC","SPRINTER 312D/F3550","1","Privado","Jurídica","Bº CENTRO - CAPITAL","CORDOBA","No aplica","1930","No aplica",100,"14",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-20","1971-06-03",4045,"CORDOBA Nº 12","Córdoba","Nacional","1963","","AUTOMOVIL","34","PEUGEOT","02","403/1963","1","Privado","Física","B*ALTA CORDOBA-CORDOBA (CAPITAL)","CORDOBA","No identificado","1982","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-05","2008-10-09",4062,"CORDOBA Nº 19","Córdoba","Nacional","2008","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1974","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-13","2010-07-22",5002,"CORRIENTES Nº 1","Corrientes","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Jurídica","CORRIENTES","CORRIENTES","No aplica","2013","No aplica",100,"18",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-16","2000-12-05",4068,"COSQUIN Nº 2","Córdoba","Nacional","2000","","COMBI3550","29","MERCEDEZ BENZ","AE","SPRINTER 312D/C3550","1","Privado","Física","CHARBONIER-PUNILLA","CORDOBA","Masculino","1975","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-19","1997-06-19",8002,"COLON","Entre Ríos","Nacional","1997","","BERLINA 3PTAS.","37","RENAULT","BS","CLIO RN 3PTAS PACK AA.","1","Privado","Física","COLON","ENTRE RIOS","Masculino","1971","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-03","1992-03-13",8027,"PARANA Nº 5","Entre Ríos","Nacional","1992","","BERLINA 4 PTAS","37","RENAULT","60","RENAULT 9 TS","1","Privado","Física","PARANA","ENTRE RIOS","Masculino","1997","Argentina",100,"30","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-04","1994-03-01",8008,"GUALEGUAYCHU Nº 1","Entre Ríos","Importado","1994","","OMNIBUS","","MERCEDES BENZ","","0-371 RS","1","Privado","Jurídica","GUALEGUAYCHU","ENTRE RIOS","No aplica","1985","No aplica",100,"30",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-11","1997-10-15",13028,"MENDOZA Nº 16","Mendoza","Nacional","1997","","UNIDAD TRACTORA","51","SCANIA","23","R113H 4X2 38 DSC360","1","Privado","Jurídica","GODOY CRUZ","MENDOZA","No aplica","1987","No aplica",100,"50",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-20","1994-04-04",14002,"ELDORADO","Misiones","Nacional","1994","","BERLINA 5 PUERTAS","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","ELDORADO","MISIONES","Masculino","1980","Argentina",100,"54","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-12","2000-03-02",18001,"SAN JUAN Nº 1","San Juan","Nacional","2000","","CHASSIS PLAYO","40","AIELLO","28","2000","1","Privado","Física","CAPITAL","SAN JUAN","Femenino","1976","Argentina",100,"70","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-10","1997-08-04",21001,"ALCORTA","Santa Fe","Nacional","1997","","BERLINA 4 PTAS","37","RENAULT","89","RENAULT 19 RN INYEC.(TRI)","1","Privado","Física","ALCORTA","SANTA FE","Femenino","1985","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-13","1997-09-25",14012,"SAN VICENTE","Misiones","Nacional","1997","","MICROMNIBUS","29","MERCEDES BENZ","49","BMO390 VERS.1320 /97","2","Público","Física","SAN VICENTE, GUARANI","MISIONES","No identificado","1964","Argentina",100,"54","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-11","2005-06-16",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","2005","","AMBULANCIA PEDIATRIC","37","RENAULT","NP","KANGOO RL EXPRESS DIE 1PCL AA","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-11","2005-05-13",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Protocolo 21","2005","","MINIBUS","063","IVECO","119","DAILY 35.10","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-12","2005-04-11",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","2005","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-12","2004-10-14",2082,"CAPITAL FEDERAL Nº 082","Ciudad Autónoma de Bs.As.","Nacional","2004","","AMBULANCIA","29","MERCEDES BENZ","AV","SPRINTER 313 CDI/F 3550","0","Oficial","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1852","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-13","2010-11-29",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2010","02","SEDAN 4 PTAS","024","CHEVROLET","453","CORSA II 1.8L 4P GL AA+DIR GAS","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1982","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-27","1999-12-27",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1999","12","SEDAN 4 PTAS","37","RENAULT","CM","MEGANE RXE TRIC 2.0","1","Privado","Física","JOSE MARMOL-ALTE.BROWN","BUENOS AIRES","Masculino","1975","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-20","2009-01-06",1002,"AMERICA","Buenos Aires","Nacional","2009","17","SEDAN 5 PTAS","19","FORD","UW","FOCUS TREND 2.0L NAFTA","1","Privado","Física","AMÉRICA","BUENOS AIRES","Masculino","1991","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-11","2012-06-29",1003,"ARRECIFES","Buenos Aires","Importado","2012","10","TODO TERRENO","058","HYUNDAI","289","SANTA FE 4WD CRDI","1","Privado","Física","ARRECIFES","BUENOS AIRES","Femenino","1975","China",100,"06","CHN"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-04","2012-03-21",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2012","17","SEDAN 5 PTAS","37","RENAULT","XH","CLIO 5P AUTHENTIQUE 1.2 PACK II","1","Privado","Física","VILLA DOMINICO - AVELLANEDA","BUENOS AIRES","No identificado","1949","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-10","2014-06-09",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2014","12","SEDAN 4 PUERTAS","19","FORD","XL","FOCUS 4P 2.0L N MT SE","1","Privado","Física","WILDE","BUENOS AIRES","Masculino","1968","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-11","2015-07-27",1003,"ARRECIFES","Buenos Aires","Nacional","2015","17","SEDAN 5 PUERTAS","37","RENAULT","YY","CLIO MIO 5P CONFORT","1","Privado","Física","ARRECIFES","BUENOS AIRES","Masculino","1988","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-05","2011-12-20",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","19","FORD","VC","FOCUS TREND 1.6L NAFTA","1","Privado","Física","VILLA DOMINICO - AVELLANEDA","BUENOS AIRES","No identificado","1959","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-06","2011-05-23",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2011","02","SEDAN 4 PTAS","112","RENAULT","772","LOGAN PH2 PACK 1.6 8V","1","Privado","Física","VILLA DOMINICO - AVELLANEDA","BUENOS AIRES","No identificado","1933","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-17","2014-04-04",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2014","05","SEDAN 5 PUERTAS","044","FIAT","729","PUNTO ATTRACTIVE 1.4 8V","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1983","Paraguay",100,"06","PRY"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-04","2015-09-16",1006,"AYACUCHO","Buenos Aires","Protocolo 21","2015","22","SEDAN 3 PUERTAS","136","VOLKSWAGEN","413","GOL TREND 1.6","1","Privado","Física","AYACUCHO","BUENOS AIRES","Femenino","1982","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-12","1999-02-11",1006,"AYACUCHO","Buenos Aires","Nacional","1999","17","SEDAN 5 PTAS","19","FORD","FW","ESCORT LX 1.8 5P.N /1999.-","1","Privado","Física","AYACUCHO","BUENOS AIRES","Masculino","1987","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-12","2007-02-06",1007,"AZUL Nº 1","Buenos Aires","Protocolo 21","2007","22","SEDAN 3 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","AZUL","BUENOS AIRES","Masculino","1994","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-13","2006-08-23",1007,"AZUL Nº 1","Buenos Aires","Nacional","2006","17","SEDAN 5 PTAS","19","FORD","RM","FOCUS AMBIENTE 5P 1.6L N","1","Privado","Física","AZUL","BUENOS AIRES","Femenino","1980","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-18","2002-01-04",1008,"BAHIA BLANCA Nº 1","Buenos Aires","Protocolo 21","2002","22","SEDAN 3 PTAS","044","FIAT","487","UNO S 1.3","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1943","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-19","2016-10-27",1008,"BAHIA BLANCA Nº 1","Buenos Aires","Nacional","2016","12","SEDAN 4 PUERTAS","08","CHEVROLET","DX","CLASSIC 4 P LS ABS+AIRBAG 1.4N","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1964","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-20","2013-10-28",1008,"BAHIA BLANCA Nº 1","Buenos Aires","Nacional","2013","17","SEDAN 5 PUERTAS","19","FORD","XH","FOCUS 5P 1.6L N MT S","1","Privado","Física","BA. BCA.","BUENOS AIRES","Masculino","1984","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-04","1999-04-28",1008,"BAHIA BLANCA Nº 1","Buenos Aires","Importado","1999","13","FURGON","136","VOLKSWAGEN","134","TRANSPORTER","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1983","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-16","2013-05-21",1009,"BAHIA BLANCA Nº 2","Buenos Aires","Protocolo 21","2013","04","RURAL 5 PUERTAS","027","CITROEN","270","C3 AIRCROSS 1.6I 16V SX PACK HIG","1","Privado","Física","BAHÍA BLANCA","BUENOS AIRES","Masculino","1967","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-19","2012-01-20",1009,"BAHIA BLANCA Nº 2","Buenos Aires","Protocolo 21","2012","05","SEDAN 5 PTAS","112","RENAULT","816","SANDERO STEPWAY PH2 CONFORT 1.6","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1992","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-24","2010-04-15",1009,"BAHIA BLANCA Nº 2","Buenos Aires","Protocolo 21","2010","02","SEDAN 4 PTAS","104","PEUGEOT","583","207 COMPACT XT HDI","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1977","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-04-24","1995-07-07",1008,"BAHIA BLANCA Nº 1","Buenos Aires","Protocolo 21","1995","22","SEDAN 3 PUERTAS","024","CHEVROLET","008","CORSA GL 1.4 E.F.I.","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1984","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-17","1998-10-06",1009,"BAHIA BLANCA Nº 2","Buenos Aires","Nacional","1998","12","SEDAN","08","CHEVROLET","67","CORSA 4 P GL 1.7 DIESEL C/","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1981","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-03","2013-01-17",1010,"BALCARCE","Buenos Aires","Protocolo 21","2013","02","SEDAN 4 PTAS","104","PEUGEOT","672","207 COMPACT ACTIVE 1.4 N","1","Privado","Física","LOS PINOS","BUENOS AIRES","Masculino","1970","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-06","2012-03-15",1010,"BALCARCE","Buenos Aires","Protocolo 21","2012","02","SEDAN 4 PTAS","104","PEUGEOT","586","207 COMPACT XS 1.4","1","Privado","Física","BALCARCE","BUENOS AIRES","Masculino","1981","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-04-11","2016-02-16",1010,"BALCARCE","Buenos Aires","Protocolo 21","2016","02","SEDAN 4 PUERTAS","130","TOYOTA","858","ETIOS XLS 1.5 M/T","1","Privado","Física","BALCARCE","BUENOS AIRES","Masculino","1987","Argentina",100,"06","ARG"
