"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-08-01","1999-07-02",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","63","CORSA 4 PTAS GLS. 1.7 D","1","Privado","Física","JOSE LEON SUAREZ","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-08-05","2011-04-28",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","2011","","FURGON VIDRIADO C/AS","34","PEUGEOT","KE","PARTNER CONFORT 1.4","1","Privado","Física","C.DEL LIB.GRAL.SAN MARTIN","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-08-12","2010-04-26",1234,"ADROGUE Nº 4","Buenos Aires","Nacional","2010","","MICROOMNIBUS","79","AGRALE","04","MA 15.0","2","Público","Jurídica","BURZACO","BUENOS AIRES","No aplica","1954","No aplica",100,"06",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-08-27","2009-07-06",1238,"TIGRE Nº 4","Buenos Aires","Nacional","2009","","RURAL 5 PUERTAS","53","VOLKSWAGEN","MA","SURAN SDI 90A","1","Privado","Física","TIGRE","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-08-06","1997-05-29",1239,"QUILMES Nº 8","Buenos Aires","Nacional","1997","","BERLINA 5 PUERTAS","37","RENAULT","00","CLIO RT 5PTAS. AA. DA.","1","Privado","Física","BERNAL","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-08-26","2007-09-17",1249,"BERISSO Nº 1","Buenos Aires","Nacional","2007","","FURGON VIDRIADO C/AS","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","BERISSO","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-08-29","2000-01-05",1249,"BERISSO Nº 1","Buenos Aires","Importado","2000","","MINIBUS","063","IVECO","001","TURBO DAILY 49-10","1","Privado","Física","BERISSO","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-08-29","1999-01-11",1257,"MORENO Nº 3","Buenos Aires","Nacional","1999","","CAMION TRACTOR","67","IVECO","07","450E41HT","1","Privado","Física","FRANCISCO ÁLVAREZ","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2019-08-08","1996-07-26",1261,"MARCOS PAZ","Buenos Aires","Nacional","1996","","BERLINA 3PT.AA","37","RENAULT","BD","CLIO RN 3PTAS.AA","1","Privado","Física","MARCOS PAZ","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2019-08-06","1998-09-04",1269,"LA MATANZA Nº 12","Buenos Aires","Nacional","1998","","BERLINA 3 PTAS AA","37","RENAULT","CB","CLIO RL 3PTAS. AA","1","Privado","Física","VILLA EDUARDO MADERO","BUENOS AIRES","Masculino","1951","ARGENTINA",100,"06","ARG"
