"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-06","1971-04-21",1210,"ESTEBAN ECHEVERRIA Nº 3","Buenos Aires","Nacional","1971","","AUTOMOVIL","34","PEUGEOT","07","504","1","Privado","Física","MONTE GRANDE E.ECHEVERRIA","BUENOS AIRES","No identificado","1981","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-13","1983-06-10",1219,"LA PLATA Nº 09","Buenos Aires","Nacional","1983","","COUPE 2 PUERTAS","19","FORD","22","TAUNUS GT","1","Privado","Física","LISANDRO OLMOS","BUENOS AIRES","No identificado","1982","No identificado",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-14","2009-04-23",1234,"ADROGUE Nº 4","Buenos Aires","Protocolo 21","2009","","OMNIBUS","092","MERCEDES BENZ","168","OF-1418","2","Público","Jurídica","BURZACO","BUENOS AIRES","No aplica","1954","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-01","1982-12-02",1247,"GENERAL RODRIGUEZ Nº 2","Buenos Aires","Nacional","1982","","FURGON SEMIACOPLADO","01","PRATI-FRUEHAUF","03","FB-ST-CE-F3-12,80","1","Privado","Jurídica","GRAL.RODRIGUEZ","BUENOS AIRES","No aplica","1976","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-01","1994-02-22",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","1994","","MICRO OMNIBUS","29","MERCEDES BENZ","47","OHL 1316/51","1","Privado","Física","FCIO.VARELA","BUENOS AIRES","Masculino","1960","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-14","2000-02-11",2007,"CAPITAL FEDERAL Nº 007","Ciudad Autónoma de Bs.As.","Nacional","2000","","COMBI 3550","29","MERCEDES BENZ","93","SPRINTER310D/C3550","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1984","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-01","2005-08-10",2020,"CAPITAL FEDERAL Nº 020","Ciudad Autónoma de Bs.As.","Nacional","2005","","CAMION COMPACTADOR","67","IVECO","03","160E23N","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1987","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-07","2008-10-22",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1954","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-07","2009-01-05",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2009","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1954","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-16","2010-02-24",2030,"CAPITAL FEDERAL Nº 030","Ciudad Autónoma de Bs.As.","Nacional","2010","","FURGON 600","34","PEUGEOT","GH","PARTNER FURGON 1.4 N PLC CONFORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1957","Perú",100,"02","PER"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-08","2009-01-29",2031,"CAPITAL FEDERAL Nº 031","Ciudad Autónoma de Bs.As.","Nacional","2009","","FURGON VIDRIADO C/AS","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1971","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-05","2008-05-30",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","044","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1998","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-05","2008-11-17",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1961","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-05","2008-10-14",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1961","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-05","2008-08-22",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1966","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-06","2008-07-28",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1966","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-06","2008-09-03",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1966","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2008-12-15",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1961","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2008-12-15",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1961","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2008-09-19",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1963","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2008-12-15",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1961","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-26","2008-10-14",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1961","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-26","2008-08-11",2040,"CAPITAL FEDERAL Nº 040","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","OMNIBUS","080","AGRALE","160","MT 12.0 LE","2","Público","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1963","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2008-10-17",2043,"CAPITAL FEDERAL Nº 043","Ciudad Autónoma de Bs.As.","Nacional","2008","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1940","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-05","1971-06-18",2048,"CAPITAL FEDERAL Nº 048","Ciudad Autónoma de Bs.As.","Importado","1971","","SEMI-ACOPLADO","","PRATI","","PL F1","9","No declarado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1970","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-15","1979-04-04",2061,"CAPITAL FEDERAL Nº 061","Ciudad Autónoma de Bs.As.","Nacional","1977","","SEMIACOPLADO","","PRATI FRUEHAUF","","NR-F2-HD","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1996","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-15","1971-03-17",2061,"CAPITAL FEDERAL Nº 061","Ciudad Autónoma de Bs.As.","Nacional","1961","","TRANSPORTE DE CARGA","","PRATI","","SEM-5514-1961","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1996","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-15","1974-02-21",2061,"CAPITAL FEDERAL Nº 061","Ciudad Autónoma de Bs.As.","Nacional","1974","","SEMIACOPLADO","99","PRATI FRUEHAUF","99","SEMI ACOPLADO","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1996","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-15","1971-03-17",2061,"CAPITAL FEDERAL Nº 061","Ciudad Autónoma de Bs.As.","Nacional","1962","","TANSPORTE DE CARGA","","PRATI","","1962","1","Privado","Jurídica","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No aplica","1970","No aplica",100,"02",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-08","1995-01-26",2078,"CAPITAL FEDERAL Nº 078","Ciudad Autónoma de Bs.As.","Importado","1995","","MINIBUS","","TOYOTA","","HIACE COMMUTER","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1970","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-11-26","1996-07-01",4005,"CORDOBA Nº 01","Córdoba","Nacional","1996","","BERLINA 3 PTAS AA","37","RENAULT","BD","CLIO RN 3 PTAS. AA","1","Privado","Física","CORDOBA","CORDOBA","No identificado","1988","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-26","1993-10-26",4008,"CORDOBA Nº 04","Córdoba","Nacional","1993","","BERLINA 5 PTAS","37","RENAULT","90","RENAULT 19 RN (BIC)","1","Privado","Física","CAPITAL","CORDOBA","Femenino","1973","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-06","1970-08-06",4053,"CORDOBA Nº 13","Córdoba","Nacional","1970","","AUTOMOVIL","41","RENAULT","03","TORINO TS","1","Privado","Física","CORDOBA","CORDOBA","Masculino","1984","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-05","1986-01-30",4058,"EMBALSE","Córdoba","Nacional","1986","","RURAL 4 PUERTAS","37","RENAULT","26","RENAULT 18 GTX II B","1","Privado","Física","EMBALSE","CORDOBA","Masculino","1967","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-11-30","1990-11-20",4077,"CORDOBA Nº 23","Córdoba","Nacional","1990","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1973","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-13","1979-01-08",10005,"LIB. GRAL. SAN MARTIN","Jujuy","Nacional","1979","","MICRO OMNIBUS","29","MERCEDES BENZ","19","LO 1114/48","1","Privado","Física","LDOR.GRAL.SAN MARTIN-LEDESMA-JUJUY","JUJUY","Masculino","1944","Argentina",100,"38","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-13","1995-01-23",13011,"MENDOZA Nº 05","Mendoza","Importado","1994","","VAN","","NISSAN","","QUEST XE","1","Privado","Física","BºSAN MARTIN-CAPITAL","MENDOZA","No identificado","1961","Argentina",100,"50","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","1991-03-21",13032,"MAIPU Nº 2","Mendoza","Nacional","1991","","BERLINA 5 PUERTAS","37","RENAULT","42","RENAULT 11 GTL","1","Privado","Física","GENERAL GUTIERREZ","MENDOZA","Femenino","1959","Argentina",100,"50","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-28","1973-04-17",13032,"MAIPU Nº 2","Mendoza","Importado","","","TRANSPORTE DE CARGAS","","CHEVROLET","","1957","1","Privado","Física","GUTIERREZ-MAIPU","MENDOZA","No identificado","1986","Argentina",100,"50","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-28","2007-11-05",15001,"NEUQUEN Nº 1","Neuquén","Protocolo 21","2007","","PICK-UP CABINA DOBLE","093","MITSUBISHI","824","L200 OUTDOOR HPE","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-16","2011-09-05",15010,"PLOTTIER Nº 1","Neuquén","Nacional","2011","","SEMIRREMOLQUE TANQUE","77","FANGIO","99","SEMIRREMOLQUE TANQUE","1","Privado","Jurídica","VILLA EL CHOCON","NEUQUEN","No aplica","2003","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-08","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-09","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-12","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-12","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-14","2010-01-04",15015,"NEUQUEN N° 6","Neuquén","Nacional","2010","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D  PLC CONFORT","0","Oficial","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1957","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-01","1972-10-27",16002,"CHOELE CHOEL","Río Negro","Nacional","1972","","AUTOMOVIL","07","CITROEN","05","AZ AM-M28 3CV","1","Privado","Física","CHOELE CHOEL","RIO NEGRO","Masculino","1996","Argentina",100,"62","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-11-05","2001-07-23",21029,"VILLA CONSTITUCION Nº 1","Santa Fe","Nacional","2001","","SEDAN","07","CITROEN","06","FAM DW8 PLC","1","Privado","Física","VILLA CONSTITUCIÓN","SANTA FE","Masculino","1957","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-11-08","1996-07-19",21034,"SUNCHALES","Santa Fe","Nacional","1996","","BERLINA 3 PTAS","37","RENAULT","BD","CLIO RN 3P. AA","1","Privado","Física","SUNCHALES","SANTA FE","Masculino","1996","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-11-29","1995-01-13",21068,"ROSARIO Nº 17","Santa Fe","Nacional","1995","","FURGON LARGO","37","RENAULT","86","RENAULT TRAFIC","1","Privado","Física","ROSARIO","SANTA FE","No identificado","1988","Argentina",100,"82","ARG"
