"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_indec_id","titular_pais_nacimiento_indec_id"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-02","1995-03-02",1297,"PUNTA ALTA N° 2","Buenos Aires","Nacional","1995","","BREAK 4 PUERTAS","37","RENAULT","AM","R21RT BREAK M2200 NAF.7A","1","Privado","Física","PUNTA ALTA","BUENOS AIRES","Masculino","1960","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-15","2008-02-13",2043,"CAPITAL FEDERAL Nº 043","Ciudad Autónoma de Bs.As.","Protocolo 21","2008","","PICK-UP CAB Y MEDIA","044","FIAT","816","STRADA ADVENTURE 1.7TD","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Femenino","1965","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-05","2004-11-02",2072,"CAPITAL FEDERAL Nº 072","Ciudad Autónoma de Bs.As.","Protocolo 21","2004","","FURGON TERMICO","092","MERCEDES BENZ","272","710","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1965","Argentina",100,"02","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-06","1997-01-24",2093,"CAPITAL FEDERAL Nº 093","Ciudad Autónoma de Bs.As.","Protocolo 21","1997","","RURAL 5 PUERTAS","024","CHEVROLET","087","BLAZER DLX 4X2","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1963","No identificado",100,"02",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-16","2007-02-23",4010,"COSQUIN Nº 1","Córdoba","Nacional","2007","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","SANTA MARIA DE PUNILLA","CORDOBA","Masculino","1947","Argentina",100,"14","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-20","1993-05-07",3006,"CATAMARCA Nº 3","Catamarca","Nacional","1993","","MICROOMNIBUS","60","EL DETALLE","01","OA-101","2","Público","Jurídica","TRES PUENTES-VALLE VIEJO-CATAMARCA","CATAMARCA","No aplica","1991","No aplica",100,"10",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-09","1997-03-24",5010,"MONTE CASEROS","Corrientes","Nacional","1997","","BERLINA 3 PTAS","37","RENAULT","CA","CLIO RL 3 PTAS/97","1","Privado","Física","MONTE CASEROS","CORRIENTES","No identificado","1978","Argentina",100,"18","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-19","2013-07-01",7002,"ESQUEL N° 1","Chubut","Protocolo 21","2013","","MINI BUS","044","FIAT","710","DUCATO CARGO 2.3 JTD","1","Privado","Física","ESQUEL","CHUBUT","Femenino","1994","Argentina",100,"26","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-02","1992-01-07",7006,"PUERTO MADRYN Nº 1","Chubut","Importado","1992","","JEEP","999","SUZUKI","999","SE416VJGLX","1","Privado","Física","PUERTO MADRYN","CHUBUT","Femenino","1979","Argentina",100,"26","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-07","1995-10-26",7005,"COMODORO RIVADAVIA Nº 2","Chubut","Importado","1995","","AUTOMOVIL","","RENAULT","","R19 RT 1.8","1","Privado","Física","COMODORO RIVADAVIA","CHUBUT","No identificado","1942","No identificado",100,"26",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-16","1999-01-11",11009,"GENERAL PICO Nº 2","La Pampa","Nacional","1999","","BERLINA 4 PTAS","37","RENAULT","CK","MEGANE RT TRIC. 2.0","1","Privado","Física","GENERAL PICO","LA PAMPA","Femenino","1989","Argentina",100,"42","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-28","1979-10-16",13015,"MENDOZA Nº 09","Mendoza","Nacional","1979","","RURAL 4 PTAS","19","FORD","06","FALCON VERSION RURAL LUJO","1","Privado","Física","LAS HERAS","MENDOZA","Masculino","1983","Argentina",100,"50","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-20","2000-02-21",19005,"VILLA MERCEDES Nº 1","San Luis","Nacional","2000","","BERLINA 3 PTAS.","37","RENAULT","DT","CLIO RN 3 PTAS PACK AA DA","1","Privado","Física","VILLA MERCEDES","SAN LUIS","Femenino","1977","Argentina",100,"74","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-26","1990-02-22",7007,"TRELEW Nº 1","Chubut","Nacional","1990","","CHASIS S/CAB.P/PASAJ","29","MERCEDES BENZ","38","OH 1526/70","2","Público","Jurídica","TRELEW","CHUBUT","No aplica","1987","No aplica",100,"26",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-01","1998-01-13",20008,"RIO GALLEGOS Nº 2","Santa Cruz","Nacional","1998","","BERLINA 4 PTAS.","37","RENAULT","CM","MEGANE RXE TRIC 2.0","1","Privado","Física","RIO GALLEGOS","SANTA CRUZ","No identificado","1963","Argentina",100,"78","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-09","2006-12-12",21023,"SANTA FE Nº 1","Santa Fe","Nacional","2006","","FURGON COURT TYPE 60","07","CITROEN","39","BERLINGO FURGON 1.9D PLC","1","Privado","Física","SANTA FE","SANTA FE","Masculino","1981","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-15","1989-03-10",21053,"SAN LORENZO Nº 3","Santa Fe","Nacional","1989","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","FRAY LUIS BELTRAN","SANTA FE","Femenino","1992","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-21","2001-04-27",21058,"ROSARIO Nº 15","Santa Fe","Nacional","2001","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y D/P","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1993","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-05","1995-09-26",21070,"ROSARIO Nº 18","Santa Fe","Nacional","1995","","BERLINA 4 PTAS","37","RENAULT","AJ","19 RN INYECCION TRIC","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1971","Argentina",100,"82","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-19","1998-12-16",15006,"NEUQUEN Nº 3","Neuquén","Nacional","1998","","MICROOMNUBUS","29","MERCEDES BENZ","96","BMO 390 VERSION 1621","2","Público","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1997","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-20","1998-12-15",15006,"NEUQUEN Nº 3","Neuquén","Nacional","1998","","MICROOMNIBUS","29","MERCEDES BENZ","96","BMO 390 VERSION 1621","2","Público","Jurídica","NEUQUEN CAPITAL","NEUQUEN","No aplica","1997","No aplica",100,"58",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-19","1992-07-06",1175,"LANUS Nº 5","Buenos Aires","Nacional","1992","","MICROOMNIBUS","60","EL DETALLE","01","OA-101","2","Público","Jurídica","LANUS","BUENOS AIRES","No aplica","1976","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-07","2010-11-05",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PTAS","044","FIAT","729","PUNTO ATTRACTIVE 1.4 8V","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1981","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-20","2010-11-17",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PTAS","127","SUZUKI","706","FUN 1.4","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Femenino","1982","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-06","2009-06-09",1003,"ARRECIFES","Buenos Aires","Nacional","2009","12","SEDAN 4 PTAS","34","PEUGEOT","JD","307 XR 2.0 HDI 4P 90 CV","1","Privado","Física","ARRECIFES","BUENOS AIRES","No identificado","1970","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-07","2009-05-28",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2009","05","SEDAN 5 PUERTAS","024","CHEVROLET","357","ASTRA GL 2.0","1","Privado","Física","AVELLANEDA","BUENOS AIRES","No identificado","1986","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-27","2012-10-26",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2012","17","SEDAN 5 PTAS","34","PEUGEOT","MK","308 SPORT","1","Privado","Física","WILDE - AVELLANEDA","BUENOS AIRES","No identificado","1978","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-06","2011-06-28",1005,"AVELLANEDA Nº 2","Buenos Aires","Importado","2011","05","SEDAN 5 PTAS","047","FORD","908","FIESTA KINETIC DESIGN TITANIUM","1","Privado","Física","AVELLANEDA","BUENOS AIRES","No identificado","1968","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-08","2014-03-20",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2014","05","SEDAN 5 PUERTAS","104","PEUGEOT","712","208 FELINE 1.6 N","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1990","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-28","2010-11-18",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2010","22","SEDAN 3 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","SARANDI-AVELLANEDA","BUENOS AIRES","No identificado","1971","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-28","2003-11-12",1007,"AZUL Nº 1","Buenos Aires","Nacional","2003","12","SEDAN 4 PUERTAS","53","VOLKSWAGEN","GC","POLO 1.9 TDI (3050) 31B","1","Privado","Física","AZUL","BUENOS AIRES","Masculino","1936","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-15","2004-09-01",1007,"AZUL Nº 1","Buenos Aires","Nacional","2004","17","SEDAN 5 PTAS","37","RENAULT","LK","CLIO2 F2 RT DIE PRIVILEGE","1","Privado","Física","AZUL","BUENOS AIRES","Masculino","1980","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-07","2013-02-14",1008,"BAHIA BLANCA Nº 1","Buenos Aires","Protocolo 21","2013","22","SEDAN 3 PTAS","044","FIAT","592","UNO FIRE 1242 MPI 8V","1","Privado","Física","INGENIERO WHITE","BUENOS AIRES","Masculino","1989","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-20","2000-05-31",1008,"BAHIA BLANCA Nº 1","Buenos Aires","Nacional","2000","18","SEDAN 3 PTAS","53","VOLKSWAGEN","55","GOL 1.6 002","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1995","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-07","1996-04-29",1005,"AVELLANEDA Nº 2","Buenos Aires","Importado","1996","05","SEDAN 5 PTAS","047","FORD","001","FIESTA CL D","1","Privado","Física","WILDE AVELLANEDA","BUENOS AIRES","No identificado","1966","No identificado",100,"06",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-23","2015-01-19",1009,"BAHIA BLANCA Nº 2","Buenos Aires","Protocolo 21","2015","02","SEDAN 4 PUERTAS","136","VOLKSWAGEN","426","VOYAGE 1.6","1","Privado","Física","BAHIA BLANCA","BUENOS AIRES","Masculino","1955","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-01","2008-05-30",1010,"BALCARCE","Buenos Aires","Protocolo 21","2008","02","SEDAN 4 PUERTAS","112","RENAULT","652","LOGAN 1.6 8V BASE","1","Privado","Física","BALCARCE","BUENOS AIRES","Femenino","1956","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-21","2006-11-09",1010,"BALCARCE","Buenos Aires","Nacional","2006","12","SEDAN 4 PUERTAS","37","RENAULT","SJ","CLIO TRIC PACK 1.2 DA AA","1","Privado","Física","BALCARCE","BUENOS AIRES","Masculino","1960","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-22","2012-11-08",1010,"BALCARCE","Buenos Aires","Nacional","2012","20","PICK-UP","68","TOYOTA","42","HILUX 4X4 CABINA DOBLE SRV 3.0 TDI  A/T C/CUERO","1","Privado","Física","BALCARCE","BUENOS AIRES","Masculino","1952","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-05","2011-07-28",1012,"BOLIVAR","Buenos Aires","Protocolo 21","2011","22","SEDAN 3 PTAS","136","VOLKSWAGEN","348","FOX 1.6","1","Privado","Física","BOLÍVAR","BUENOS AIRES","Masculino","1994","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-23","1984-01-30",1012,"BOLIVAR","Buenos Aires","Nacional","1984","12","SEDAN 4 PTAS","53","VOLKSWAGEN","05","GACEL","1","Privado","Física","URDAMPILLETA","BUENOS AIRES","Masculino","1940","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-15","2012-10-01",1013,"BRAGADO","Buenos Aires","Importado","2012","05","SEDAN 5 PTAS","024","CHEVROLET","533","CRUZE 1.8 LT","1","Privado","Física","BRAGADO","BUENOS AIRES","Masculino","1983","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-16","1985-07-10",1013,"BRAGADO","Buenos Aires","Nacional","1985","17","SEDAN 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","BRAGADO","BUENOS AIRES","Masculino","1964","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-21","2016-03-16",1009,"BAHIA BLANCA Nº 2","Buenos Aires","Protocolo 21","2016","13","FURGON","044","FIAT","711","DUCATO MAXICARGO 2.3 JTD","1","Privado","Jurídica","INGENIERO WHITE","BUENOS AIRES","No aplica","2009","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-08","2011-05-31",1014,"BRANDSEN","Buenos Aires","Nacional","2011","12","SEDAN 4 PUERTAS","17","FIAT","AU","SIENA EL 1.4 BENZINA","1","Privado","Física","BRANDSEN","BUENOS AIRES","Masculino","1973","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-07","2002-01-04",1014,"BRANDSEN","Buenos Aires","Importado","2002","02","SEDAN 4 PUERTAS","025","CHRYSLER","074","NEON LX","1","Privado","Física","BRANDSEN","BUENOS AIRES","Masculino","1961","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-01","1995-10-06",1016,"CARLOS CASARES","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","17","FIAT","79","DUNA SDL 1.7","1","Privado","Física","CARLOS CASARES","BUENOS AIRES","Masculino","1946","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-16","1997-08-25",1016,"CARLOS CASARES","Buenos Aires","Nacional","1997","17","SEDAN 5 PTAS","37","RENAULT","AH","RENAULT 19 RN INYEC.(BIC)","1","Privado","Física","CARLOS CASARES","BUENOS AIRES","No identificado","1979","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-14","2008-02-15",1015,"CARHUE","Buenos Aires","Nacional","2008","20","PICK-UP","19","FORD","SV","RANGER DC 4X2 XLT 3.OL D","1","Privado","Jurídica","CARHUE","BUENOS AIRES","No aplica","2002","No aplica",100,"06",""
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-22","2011-01-03",1017,"CARLOS TEJEDOR","Buenos Aires","Protocolo 21","2011","05","SEDAN 5 PUERTAS","024","CHEVROLET","356","ASTRA GLS 2.0","1","Privado","Física","TRES ALGARROBOS","BUENOS AIRES","Masculino","1974","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-08","2017-07-28",1016,"CARLOS CASARES","Buenos Aires","Protocolo 21","2017","22","SEDAN 3 PUERTAS","136","VOLKSWAGEN","577","GOL TREND 1.6 MSI","1","Privado","Jurídica","CARLOS CASARES","BUENOS AIRES","No aplica","1991","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-19","2014-11-26",1018,"CARMEN DE PATAGONES","Buenos Aires","Protocolo 21","2014","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","413","GOL TREND 1.6","1","Privado","Física","VILLALONGA","BUENOS AIRES","No identificado","1994","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-23","2010-03-30",1018,"CARMEN DE PATAGONES","Buenos Aires","Protocolo 21","2010","02","SEDAN 4 PTAS","112","RENAULT","652","LOGAN 1.6 8V BASE","1","Privado","Física","JUAN A. PRADERE","BUENOS AIRES","Femenino","1980","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-09","2010-10-28",1018,"CARMEN DE PATAGONES","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PTAS","044","FIAT","726","UNO WAY 1.4 8V","1","Privado","Física","CARMEN DE PATAGONES","BUENOS AIRES","Femenino","1958","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-28","2001-12-03",1019,"COLON","Buenos Aires","Importado","2001","11","PICK UP","024","CHEVROLET","321","S 10 2.8 DLX T.I.","1","Privado","Física","COLON","BUENOS AIRES","Femenino","1980","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA C/RECUPERACION DE PIEZAS","2018-02-27","2005-08-26",1020,"CORONEL DORREGO","Buenos Aires","Protocolo 21","2005","11","PICK UP","024","CHEVROLET","385","S10 2.8 TI CARDON 4X4 CAB.DOBLE","1","Privado","Física","CORONEL DORREGO","BUENOS AIRES","Masculino","1962","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-26","2001-05-21",1020,"CORONEL DORREGO","Buenos Aires","Importado","2001","02","SEDAN 4 PTAS","025","CHRYSLER","118","SEBRING LX","1","Privado","Física","CORONEL DORREGO","BUENOS AIRES","Masculino","1968","Argentina",50,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-20","2011-02-24",1011,"BARADERO","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","53","VOLKSWAGEN","NB","SURAN 1.6L 5D 11A","1","Privado","Jurídica","BARADERO","BUENOS AIRES","No aplica","2007","No aplica",100,"06",""
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-09","1997-04-08",1021,"CORONEL PRINGLES","Buenos Aires","Nacional","1997","18","SEDAN 3 PTAS.","37","RENAULT","BT","CLIO RN 3 PTAS PACK","1","Privado","Física","CORONEL PRINGLES","BUENOS AIRES","Femenino","1991","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-01","1999-05-12",1022,"CORONEL SUAREZ","Buenos Aires","Importado","1999","05","SEDAN 5 PUERTAS","104","PEUGEOT","218","205 GLD","1","Privado","Física","CORONEL SUAREZ","BUENOS AIRES","Masculino","1971","Argentina",100,"06","ARG"
"AUTOMOTOR - BAJA P/DEST/SIN/DESG/ENVEJ.","2018-02-02","2005-01-07",1022,"CORONEL SUAREZ","Buenos Aires","Protocolo 21","2005","02","SEDAN 4 PTAS","024","CHEVROLET","357","ASTRA GL 2.0","1","Privado","Física","CORONEL SUAREZ","BUENOS AIRES","Masculino","1976","Argentina",50,"06","ARG"
